TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
com.google.cloud.spanner.ValueTest.float64ArrayRange,0,20,7,1,1,0.06,6,75,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testGetCommitResponse[dialect = GOOGLE_STANDARD_SQL],2,77,14,2,1,0.06,115,428,1,0.00,0.00
com.google.cloud.spanner.admin.database.v1.DatabaseAdminClientTest.listDatabaseOperationsTest2,0,83,12,2,1,0.02,56,536,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyNoActionsTest.testExecute[dialect = GOOGLE_STANDARD_SQL],2,132,28,2,1,0.02,131,838,1,0.00,0.00
com.google.cloud.spanner.SpannerOptionsTest.testSetEmulatorHostWithProtocol,0,95,11,4,1,0.03,10,716,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testIsClosed[dialect = POSTGRESQL],3,123,25,2,1,0.02,106,803,1,0.00,0.00
com.google.cloud.spanner.connection.DirectExecuteResultSetTest.testValidMethodCall,0,55,1,1,1,0.94,115,117,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSetReadOnlyMaxStalenessTest.testAnalyzeQuery[dialect = GOOGLE_STANDARD_SQL],2,162,35,2,1,0.04,155,932,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteNoActionsTest.testBufferedWrite[dialect = GOOGLE_STANDARD_SQL],2,124,29,2,1,0.05,122,707,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testSetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,77,14,2,1,0.06,119,435,1,0.00,0.00
com.google.cloud.spanner.DatabaseAdminClientTest.dbAdminDeleteBackup,0,133,38,5,1,0.02,428,637,1,0.00,0.00
com.google.cloud.spanner.AsyncTransactionManagerTest.asyncTransactionManagerCommitFails[executor = java.util.concurrent.Executors$FinalizableDelegatedExecutorService@2cef4321],0,430,81,5,1,0.01,504,3072,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testGetTransactionMode[dialect = GOOGLE_STANDARD_SQL],2,136,31,2,1,0.02,122,812,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testSetStatementTimeout[dialect = GOOGLE_STANDARD_SQL],2,145,31,2,1,0.03,149,846,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyNoActionsTest.testSetReadOnlyStaleness[dialect = GOOGLE_STANDARD_SQL],2,98,16,2,1,0.09,115,511,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectTest.testGetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,122,26,2,1,0.02,115,783,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testStartBatchDdl[dialect = GOOGLE_STANDARD_SQL],2,158,35,2,1,0.02,168,915,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionTest$ConnectionMaxSessionsTest.testMaxSessions,1,616,104,6,1,0.01,570,4046,0,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithExecutorTest.testInlinedBeginAsyncTxWithOnlyMutations[executor = java.util.concurrent.Executors$FinalizableDelegatedExecutorService@5e91142c],0,379,60,5,1,0.01,258,2771,0,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.asyncRunnerBuffer[fail on invalidated session = false],0,156,44,3,1,0.01,227,1000,0,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.createInstanceTest[exception at call = 0; exception type = DELAYED],0,211,26,5,1,0.02,125,1584,0,0.00,0.00
com.google.cloud.spanner.connection.StatementParserTest.testIsUpdate_DeleteStatements[dialect = POSTGRESQL],0,22,6,2,1,0.14,45,168,1,0.00,0.00
com.google.cloud.spanner.StatementTest.equalsAndHashCode,0,29,10,1,1,0.18,20,103,1,0.00,0.00
com.google.cloud.spanner.connection.TaggingTest.testStatementTagNotAllowedForCommit,1,113,21,2,1,0.03,35,597,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectTest.testGetCommitTimestamp[dialect = GOOGLE_STANDARD_SQL],2,132,30,2,1,0.03,134,782,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSetReadOnlyMaxStalenessTest.testSetAutocommit[dialect = GOOGLE_STANDARD_SQL],2,88,15,2,1,0.08,113,485,1,0.00,0.00
com.google.cloud.spanner.AbstractReadContextTest.executeSqlRequestBuilderWithQueryOptions[SpannerOptions.DefaultQueryOptions = ],2,19,5,1,1,0.58,33,90,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteInDdlBatchTransactionTest.testAnalyzeQuery[dialect = GOOGLE_STANDARD_SQL],2,125,26,2,1,0.03,124,774,1,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithoutExecutorTest.testInlinedBeginTxWithBatchDml,0,367,54,5,1,0.01,502,2699,0,0.00,0.00
com.google.cloud.spanner.DatabaseClientImplTest.testBatchUpdateWithPriority,0,373,55,5,1,0.01,506,2759,1,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.listInstanceConfigsTest[exception at call = 1; exception type = RETRYABLE],0,230,33,5,1,0.02,126,1689,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterRollbackTest.testExecuteUpdate[dialect = GOOGLE_STANDARD_SQL],2,147,31,2,1,0.02,145,849,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterTemporaryTransactionTest.testCommit[dialect = GOOGLE_STANDARD_SQL],2,134,31,2,1,0.03,135,807,1,0.00,0.00
com.google.cloud.spanner.StructTest.serialization,0,53,13,1,1,0.09,20,214,1,0.00,0.00
com.google.cloud.spanner.KeyTest.builder,0,12,2,1,1,1.00,32,29,1,0.00,0.00
com.google.cloud.spanner.connection.TaggingTest.testRunBatch_TransactionTag,1,308,67,4,1,0.01,435,1830,0,0.00,0.00
com.google.cloud.spanner.connection.DdlBatchTest.testCommit,1,15,7,2,1,0.35,39,73,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testAbortBatch[dialect = GOOGLE_STANDARD_SQL],2,136,31,2,1,0.02,136,815,1,0.00,0.00
com.google.cloud.spanner.KeySetTest.serializationSingleKeyBool,0,7,3,1,1,0.22,28,80,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTest.testResetReadOnlyStaleness,2,84,13,2,1,0.20,109,463,1,0.00,0.00
com.google.cloud.spanner.admin.database.v1.DatabaseAdminClientTest.copyBackupTest3,0,73,7,2,1,0.04,73,518,1,0.00,0.00
com.google.cloud.spanner.KeySetTest.serializationSingleKeyMultiPart,0,8,3,1,1,0.21,28,82,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testGetCommitResponse[dialect = GOOGLE_STANDARD_SQL],2,90,17,2,1,0.04,117,532,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterTransactionTest.testAbortBatch[dialect = POSTGRESQL],2,146,33,2,1,0.02,157,896,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testGetAutocommitDmlMode[dialect = POSTGRESQL],2,139,29,2,1,0.02,138,879,1,0.00,0.00
com.google.cloud.spanner.AsyncResultSetImplStressTest.toList[rows = 10],1,66,21,1,1,0.09,34,395,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterEmptyCommitTest.testSetReadOnly[dialect = GOOGLE_STANDARD_SQL],2,80,14,2,1,0.05,111,450,1,0.00,0.00
com.google.cloud.spanner.ValueTest.pgNumeric,0,13,4,1,1,0.10,9,61,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSetTransactionReadOnlyTest.testSetAutocommitDmlMode[dialect = POSTGRESQL],2,79,15,2,1,0.05,121,451,1,0.00,0.00
com.google.cloud.spanner.MockDatabaseAdminServiceImplTest.restoreDatabaseNotFound,0,78,7,2,1,0.03,249,519,0,0.00,0.00
com.google.cloud.spanner.ChannelUsageTest.testCreatesNumChannels[num channels = 2; enable GCP pool = true],0,425,74,5,1,0.01,488,2961,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectTest.testSetTransactionMode[dialect = POSTGRESQL],2,125,28,2,1,0.03,129,796,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testExecuteUpdate[dialect = GOOGLE_STANDARD_SQL],3,162,32,2,1,0.02,161,981,1,0.00,0.00
com.google.cloud.spanner.DatabaseAdminGaxTest.deleteInstanceTest[exception at call = 1; exception type = DELAYED],0,227,30,5,1,0.02,114,1658,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testRunBatch[dialect = POSTGRESQL],2,77,14,2,1,0.06,112,432,1,0.00,0.00
com.google.cloud.spanner.TransactionContextImplTest.batchDmlException,0,31,10,1,1,0.26,27,217,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterBeginTransactionTest.testSetTransactionTag[dialect = POSTGRESQL],2,84,17,2,1,0.06,121,467,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectTest.testGetOptimizerStatisticsPackage[dialect = GOOGLE_STANDARD_SQL],2,139,31,2,1,0.02,136,846,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectAndResultSetNextTest.testWrite[dialect = GOOGLE_STANDARD_SQL],3,142,32,2,1,0.03,120,898,1,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.readWriteTransactionBuffer[fail on invalidated session = true],0,398,68,6,1,0.02,186,2791,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionStatementExecutorTest.testStatementSetReadOnly[dialect = GOOGLE_STANDARD_SQL],1,4,3,2,1,0.67,12,15,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteInDdlBatchTransactionTest.testCommit[dialect = POSTGRESQL],2,117,25,2,1,0.03,116,729,1,0.00,0.00
com.google.cloud.spanner.TypeTest.int64,0,12,2,1,1,0.58,31,77,1,0.00,0.00
com.google.cloud.spanner.AsyncRunnerTest.asyncRunnerBatchUpdateAborted,0,411,65,5,1,0.01,505,3018,0,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.deleteInstanceTest[exception at call = 0; exception type = NON_RETRYABLE],0,227,30,5,1,0.02,118,1680,0,0.00,0.00
com.google.cloud.spanner.ValueTest.pgNumericNull,0,12,4,1,1,0.10,12,59,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSetReadOnlyMaxStalenessTest.testWrite[dialect = GOOGLE_STANDARD_SQL],2,117,24,2,1,0.08,115,654,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTest.testExecuteSetOptimizerVersion,2,95,21,2,1,0.08,80,589,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterEmptyCommitTest.testSetAutocommit[dialect = POSTGRESQL],2,80,14,2,1,0.05,111,450,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterBeginTransactionTest.testStartBatchDdl[dialect = POSTGRESQL],2,81,15,2,1,0.05,128,462,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testWriteIterable[dialect = GOOGLE_STANDARD_SQL],2,88,19,2,1,0.08,111,487,1,0.00,0.00
com.google.cloud.spanner.BackendExhaustedTest.test,0,469,78,5,1,0.03,647,3327,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testExecuteUpdate[dialect = GOOGLE_STANDARD_SQL],2,168,37,2,1,0.02,165,962,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testSetReadOnlyStaleness[dialect = POSTGRESQL],3,147,28,2,1,0.04,125,891,1,0.00,0.00
com.google.cloud.spanner.connection.StatementResultImplTest.testLongArrayResultSetGetResultSet,0,52,18,2,1,0.03,12,187,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterBeginTransactionTest.testExecute[dialect = POSTGRESQL],2,140,31,2,1,0.02,139,824,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterEmptyCommitTest.testSetOptimizerStatisticsPackage[dialect = GOOGLE_STANDARD_SQL],2,82,14,2,1,0.05,107,457,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectAndResultSetNextTest.testSetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,124,26,2,1,0.02,118,794,1,0.00,0.00
com.google.cloud.spanner.admin.instance.v1.InstanceAdminClientTest.getIamPolicyExceptionTest,0,50,7,2,1,0.05,41,299,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectAndResultSetNextTest.testBeginTransaction[dialect = GOOGLE_STANDARD_SQL],2,141,32,2,1,0.02,166,863,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testExecuteQuery[dialect = POSTGRESQL],3,141,28,2,1,0.02,140,888,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteNoActionsTest.testStartBatchDdl[dialect = GOOGLE_STANDARD_SQL],2,125,25,2,1,0.03,144,770,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectAndResultSetNextTest.testAbortBatch[dialect = POSTGRESQL],2,132,30,2,1,0.03,132,792,1,0.00,0.00
com.google.cloud.spanner.admin.instance.v1.InstanceAdminClientTest.testIamPermissionsExceptionTest,0,50,7,2,1,0.06,42,300,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testGetCommitResponse[dialect = GOOGLE_STANDARD_SQL],2,76,14,2,1,0.06,115,427,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSetReadOnlyMaxStalenessTest.testAnalyzeQuery[dialect = POSTGRESQL],2,147,30,2,1,0.04,135,871,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterTransactionTest.testSetReadOnlyStaleness[dialect = GOOGLE_STANDARD_SQL],2,168,36,2,1,0.04,175,976,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRollbackTest.testAbortBatch[dialect = POSTGRESQL],2,145,33,2,1,0.02,151,882,1,0.00,0.00
com.google.cloud.spanner.InstanceAdminClientImplTest.testGetInstance,1,21,7,1,1,0.05,15,94,1,0.00,0.00
com.google.cloud.spanner.ChannelUsageTest.testCreatesNumChannels[num channels = 4; enable GCP pool = false],0,420,74,5,1,0.01,488,2935,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionStatementWithNoParametersTest.testExecuteGetReadTimestamp[dialect = GOOGLE_STANDARD_SQL],1,40,20,2,1,0.10,15,248,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectTest.testGetTransactionMode[dialect = POSTGRESQL],2,140,32,2,1,0.02,132,849,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testSetReadOnly[dialect = POSTGRESQL],2,88,17,2,1,0.04,124,528,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterRollbackTest.testExecuteQuery[dialect = GOOGLE_STANDARD_SQL],2,143,31,2,1,0.02,143,834,1,0.00,0.00
com.google.cloud.spanner.DatabaseTest.testBuildWithDatabaseDialect,1,4,4,1,1,0.40,14,37,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectTest.testSetOptimizerVersion[dialect = POSTGRESQL],2,131,29,2,1,0.02,124,783,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testGetCommitTimestamp[dialect = GOOGLE_STANDARD_SQL],2,137,31,2,1,0.03,139,812,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteNoActionsTest.testGetOptimizerStatisticsPackage[dialect = POSTGRESQL],2,76,13,2,1,0.06,102,426,1,0.00,0.00
com.google.cloud.spanner.connection.TaggingTest.testQuery_TransactionTag,1,345,80,4,1,0.01,492,2107,0,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.transactionManagerAborted_thenSessionNotFoundOnBeginTransaction[fail on invalidated session = true],0,405,61,6,1,0.01,253,2820,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRollbackTest.testSetTransactionTag[dialect = GOOGLE_STANDARD_SQL],2,149,34,2,1,0.03,298,897,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterEmptyCommitTest.testGetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,81,14,2,1,0.05,104,452,1,0.00,0.00
com.google.cloud.spanner.GrpcResultSetTest.multiResponseChunkingStringArray,2,55,13,1,1,0.15,46,378,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectTest.testGetCommitTimestamp[dialect = POSTGRESQL],2,125,28,2,1,0.03,128,795,1,0.00,0.00
com.google.cloud.spanner.TypeTest.parseErrorMissingArrayElementTypeProto,0,2,2,1,1,0.00,6,32,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterEmptyCommitTest.testBeginTransaction[dialect = POSTGRESQL],2,157,34,2,1,0.02,182,934,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testRunBatch[dialect = POSTGRESQL],2,136,32,2,1,0.02,136,818,1,0.00,0.00
com.google.cloud.spanner.v1.SpannerClientTest.rollbackExceptionTest2,0,55,7,2,1,0.06,42,308,1,0.00,0.00
com.google.cloud.spanner.DatabaseAdminGaxTest.listDatabasesTest[exception at call = 1; exception type = DELAYED],0,251,40,6,1,0.02,129,1781,1,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.asyncRunnerBatchUpdate[fail on invalidated session = false],0,159,38,3,1,0.01,470,1052,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRollbackTest.testSetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,145,33,2,1,0.02,158,885,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectTest.testWriteIterable[dialect = POSTGRESQL],2,137,32,2,1,0.04,124,852,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectAndResultSetNextTest.testSetStatementTimeout[dialect = POSTGRESQL],2,133,27,2,1,0.03,138,827,1,0.00,0.00
com.google.cloud.spanner.GrpcResultSetTest.getBigDecimalList,2,51,13,1,1,0.17,25,349,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testExecuteQuery[dialect = GOOGLE_STANDARD_SQL],2,136,30,2,1,0.03,136,790,1,0.00,0.00
com.google.cloud.spanner.connection.LocalConnectionCheckerTest.testNoRunningEmulator,1,89,12,3,1,0.13,32,580,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRollbackTest.testSetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,145,32,2,1,0.02,144,880,1,0.00,0.00
com.google.cloud.spanner.GrpcResultSetTest.getLong,2,46,13,1,1,0.17,22,270,0,0.00,0.00
com.google.cloud.spanner.connection.ReadWriteTransactionTest.testState,2,61,20,2,1,0.16,116,386,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSetReadOnlyMaxStalenessTest.testRunBatch[dialect = GOOGLE_STANDARD_SQL],2,90,16,2,1,0.08,116,493,1,0.00,0.00
com.google.cloud.spanner.ValueTest.verifyBrokenSerialization,0,0,0,0,0,0.00,6,0,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testAbortBatch[dialect = POSTGRESQL],2,87,16,2,1,0.04,101,527,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterBeginTransactionTest.testSetReadOnlyStaleness[dialect = GOOGLE_STANDARD_SQL],2,103,18,2,1,0.09,132,535,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteInDdlBatchTransactionTest.testAbortBatch[dialect = GOOGLE_STANDARD_SQL],2,114,24,2,1,0.03,103,714,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterBeginTransactionTest.testGetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,80,14,2,1,0.05,104,451,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testSetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,77,13,2,1,0.05,105,430,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterDdlTest.testSetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,124,26,2,1,0.03,108,797,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterRollbackTest.testGetReadOnlyStaleness[dialect = POSTGRESQL],2,135,30,2,1,0.02,126,810,1,0.00,0.00
com.google.cloud.spanner.connection.StatementParserTest.testPostgreSQLGetQueryParameters[dialect = GOOGLE_STANDARD_SQL],0,1,1,1,1,1.00,18,11,0,0.00,0.00
com.google.cloud.spanner.connection.StatementParserTest.testStatementWithCommentContainingSlash[dialect = GOOGLE_STANDARD_SQL],0,20,6,2,1,0.09,8,170,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRanDdlBatchTest.testGetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,124,27,2,1,0.02,108,800,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterEmptyCommitTest.testClose[dialect = POSTGRESQL],2,80,14,2,1,0.05,95,450,1,0.00,0.00
com.google.cloud.spanner.connection.DmlBatchTest.testGetCommitTimestamp,1,35,15,2,1,0.22,23,256,1,0.00,0.00
com.google.cloud.spanner.OptionsTest.testUpdateOptionsEquality,0,10,1,1,1,0.14,5,35,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTest.testExecuteSetReturnCommitStatsInvalidValue,2,92,20,2,1,0.09,73,576,1,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.readOnlyTransactionSelectNonRecoverable[fail on invalidated session = false],0,215,57,4,1,0.02,544,1189,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionTest$DefaultConnectionOptionsTest.testDefaultOptimizerVersion,1,171,42,2,1,0.02,32,880,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterTransactionTest.testBufferedWriteIterable[dialect = POSTGRESQL],2,161,39,2,1,0.03,148,972,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectAndResultSetNextTest.testSetReadOnlyStaleness[dialect = POSTGRESQL],2,161,35,2,1,0.04,165,928,1,0.00,0.00
com.google.cloud.spanner.MutationTest.asMap,0,17,9,1,1,0.35,7,74,1,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.createInstanceTest[exception at call = 1; exception type = NON_RETRYABLE],0,258,36,5,1,0.02,157,1797,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testIsInTransaction[dialect = POSTGRESQL],2,87,16,2,1,0.04,97,527,1,0.00,0.00
