TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.tree.withid.DefaultTreeItemWithIDTest.testAdd,1,13,3,1,1,0.64,16,72,0,17,8,2,0,0.68,1,0,1
com.helger.tree.withid.DefaultTreeItemWithIDTest.testBasic,1,20,3,1,1,0.32,33,92,0,29,8,2,0,0.78,1,1,1
com.helger.tree.withid.DefaultTreeItemWithIDTest.testChangeParent,1,23,4,1,1,0.16,14,127,0,28,22,2,4,0.56,0.33,0,0
com.helger.tree.withid.DefaultTreeItemWithIDTest.testCtor,2,5,3,1,1,0.25,13,45,0,3,4,0,1,0.43,0,0,0
com.helger.tree.withid.DefaultTreeItemWithIDTest.testDelete,1,18,4,1,1,0.33,15,105,0,23,18,5,2,0.56,0.71,0,0
com.helger.tree.withid.DefaultTreeItemWithIDTest.testInvalid,1,5,3,1,1,0.88,16,41,0,4,4,2,0,0.5,1,0,1
com.helger.tree.withid.DefaultTreeItemWithIDTest.testReorderByItem,1,18,3,1,1,0.25,21,79,0,20,12,0,0,0.62,0,0,0
com.helger.tree.withid.DefaultTreeItemWithIDTest.testReorderByKey,1,18,3,1,1,0.25,19,79,0,20,12,0,0,0.62,0,0,0
com.helger.tree.withid.DefaultTreeItemWithIDTest.testStdMethods,1,15,3,1,1,0.04,8,84,0,18,13,1,0,0.58,1,0,1
com.helger.tree.withid.DefaultTreeWithIDTest.testBasic,1,18,3,1,1,0.04,8,92,0,22,14,2,1,0.61,0.67,0,0
com.helger.tree.withid.DefaultTreeWithIDTest.testError,2,3,2,1,1,0.33,18,38,0,2,3,0,0,0.4,0,0,0
com.helger.tree.withid.folder.DefaultFolderTreeItemFactoryTest.testBasic,1,7,5,3,1,0.12,8,40,1,5,5,1,1,0.5,0.5,0,0
com.helger.tree.withid.folder.DefaultFolderTreeItemFactoryTest.testEquals,1,6,2,2,2,0,6,26,0,11,2,6,2,0.85,0.75,1,0
com.helger.tree.withid.folder.DefaultFolderTreeTest.testBasic,0,26,7,3,1,0.04,21,130,1,29,18,3,5,0.62,0.38,0,0
com.helger.tree.withid.unique.DefaultTreeItemWithUniqueIDFactoryTest.testUniqueness,1,11,3,2,1,0.19,6,52,1,10,8,3,1,0.56,0.75,0,0
com.helger.tree.withid.unique.DefaultTreeWithGlobalUniqueIDTest.testChangeParent,1,27,5,2,1,0.14,20,144,0,28,26,3,3,0.52,0.5,0,0
com.helger.tree.withid.unique.DefaultTreeWithGlobalUniqueIDTest.testChildProvder,1,22,5,2,1,0.11,16,92,0,28,12,0,1,0.7,0,0,0
com.helger.tree.withid.unique.DefaultTreeWithGlobalUniqueIDTest.testRest,1,45,5,2,1,0.21,35,166,0,65,25,5,8,0.72,0.38,1,0
com.helger.tree.withid.unique.DefaultTreeWithGlobalUniqueIDTest.testUniqueness,1,19,5,2,1,0.09,26,89,0,20,10,1,0,0.67,1,0,1
com.helger.tree.xml.TreeXMLConverterTest.testReadWrite,0,18,8,4,3,0.14,17,98,1,18,16,4,3,0.53,0.57,0,0
com.helger.tree.xml.TreeXMLConverterTest.testTree,1,18,6,3,1,0.26,19,76,1,13,15,3,1,0.46,0.75,0,0
com.helger.wsclient.WSClientConfigTest.testBasic,1,7,1,1,1,0.88,16,61,1,7,19,5,0,0.27,1,0,0
com.helger.wsclient.WSHelperTest.testDebuggingOnOff,0,3,1,1,1,0.38,4,26,1,0,4,0,0,0,0,0,0
com.helger.xml.ChildElementIteratorTest.testGetRecursiveChildIter,1,16,5,1,1,0.12,18,44,1,23,22,0,4,0.51,0,0,0
com.helger.xml.CXMLRegExTest.testNCName,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.xml.dom.EXMLDOMFeatureTest.testAll,0,3,1,1,1,0.12,6,20,1,2,0,2,0,1,1,1,1
com.helger.xml.dom.EXMLDOMFeatureVersionTest.testAll,0,2,1,1,1,0.2,5,8,1,1,0,1,0,1,1,1,1
com.helger.xml.dom.EXMLDOMNodeTypeTest.testAll,0,3,1,1,1,0.13,6,18,1,2,0,2,0,1,1,1,1
com.helger.xml.DOM4JFuncTest.testMisc,0,53,17,2,1,0,5,321,0,19,144,0,11,0.12,0,0,0
com.helger.xml.DOM4JFuncTest.testMisc2,0,92,22,3,1,0,7,494,0,44,241,3,16,0.15,0.16,0,0
com.helger.xml.EXMLParserFeatureTest.testAll,0,1,1,1,1,1,5,1,1,1,0,1,0,1,1,1,1
com.helger.xml.EXMLParserPropertyTest.testAll,0,1,1,1,1,1,5,1,1,1,0,1,0,1,1,1,1
com.helger.xml.EXMLVersionTest.testAll,0,3,1,1,1,0.29,8,7,1,5,1,1,0,0.83,1,1,1
com.helger.xml.ls.LoggingLSResourceResolverTest.testDefault,1,3,2,1,1,0.73,8,13,1,0,4,0,3,0,0,0,0
com.helger.xml.ls.LSResourceDataTest.testDefault,1,8,1,1,1,0.19,16,34,1,16,0,6,0,1,1,1,1
com.helger.xml.ls.ResourceLSInputTest.testBasic,1,16,1,1,1,0.71,33,34,1,10,1,6,0,0.91,1,1,1
com.helger.xml.ls.ResourceLSInputTest.testError,1,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
com.helger.xml.ls.SimpleLSResourceResolverTest.testOSGIBundle,1,5,3,1,1,0.08,16,25,1,5,1,4,0,0.83,1,1,1
com.helger.xml.microdom.convert.BasicMicroTypeConverterRegistrarTest.testSimpleString,0,103,27,4,2,0.01,46,543,0,103,184,2,11,0.36,0.15,0,0
com.helger.xml.microdom.convert.MicroTypeConverterRegistryTest.testIterate,0,2,1,1,1,1,6,8,1,1,9,0,0,0.1,0,0,0
com.helger.xml.microdom.convert.MicroTypeConverterTest.testConvertToMicroElement,0,3,1,1,1,0.08,7,13,1,1,1,0,0,0.5,0,0,0
com.helger.xml.microdom.convert.MicroTypeConverterTest.testConvertToNative,1,18,8,2,2,0.01,11,169,1,4,58,1,0,0.06,1,0,0
com.helger.xml.microdom.convert.MicroTypeConverterTest.testMicroTypeConversion,1,20,10,2,1,0.03,13,124,1,21,31,0,1,0.4,0,0,0
com.helger.xml.microdom.convert.MultilingualTextMicroTypeConverterRegistrarTest.testMultiLingualText,0,44,15,2,1,0.01,12,194,0,58,40,1,2,0.59,0.33,0,0
com.helger.xml.microdom.convert.MultilingualTextMicroTypeConverterRegistrarTest.testReadonlyMultiLingualText,0,44,15,2,1,0.01,9,194,0,57,41,1,2,0.58,0.33,0,0
com.helger.xml.microdom.convert.MultilingualTextMicroTypeConverterRegistrarTest.testTextProvider,0,44,15,2,1,0.01,9,194,0,57,41,1,2,0.58,0.33,0,0
com.helger.xml.microdom.EMicroEventTest.testAll,0,2,1,1,1,1,6,2,1,2,0,2,0,1,1,1,1
com.helger.xml.microdom.MicroCDATATest.testAddChildren,1,8,1,1,1,0,19,27,0,8,0,0,0,1,0,1,0
com.helger.xml.microdom.MicroCDATATest.testCreation,2,25,4,1,1,0.1,38,63,1,23,5,5,0,0.82,1,1,1
com.helger.xml.microdom.MicroCommentTest.testAddChildren,3,10,1,1,1,0,23,35,0,8,0,0,0,1,0,1,0
com.helger.xml.microdom.MicroCommentTest.testCreation,2,25,4,1,1,0.1,38,63,1,23,5,5,0,0.82,1,1,1
com.helger.xml.microdom.MicroContainerTest.testCreation,6,33,5,1,1,0.07,39,155,1,46,39,6,0,0.54,1,0,1
com.helger.xml.microdom.MicroDataAwareTest.testCreation,1,5,1,1,1,0.27,10,16,1,9,0,3,0,1,1,1,1
com.helger.xml.microdom.MicroDocumentTest.testAppendToRoot,1,22,6,1,1,0.03,17,100,1,25,21,2,2,0.54,0.5,0,0
com.helger.xml.microdom.MicroDocumentTest.testIsStandalone,1,23,8,1,1,0.07,10,113,1,13,39,2,3,0.25,0.4,0,0
com.helger.xml.microdom.MicroDocumentTest.testNew,4,31,6,1,1,0.02,18,160,1,35,46,4,4,0.43,0.5,0,0
com.helger.xml.microdom.MicroDocumentTest.testNewWithDocType,2,18,4,1,1,0.02,9,77,1,16,23,2,2,0.41,0.5,0,0
com.helger.xml.microdom.MicroDocumentTest.testToString,1,3,3,1,1,0,4,11,1,3,2,1,1,0.6,0.5,0,0
com.helger.xml.microdom.MicroDocumentTypeTest.testBasic,2,18,3,1,1,0.03,32,52,1,18,4,5,0,0.82,1,1,1
com.helger.xml.microdom.MicroDocumentTypeTest.testError,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0
com.helger.xml.microdom.MicroElementTest.testAttrs,3,18,4,1,1,0.31,31,82,1,26,17,3,1,0.6,0.75,0,0
com.helger.xml.microdom.MicroElementTest.testChildren,2,37,6,1,1,0.17,50,155,1,54,27,7,2,0.67,0.78,0,0
com.helger.xml.microdom.MicroElementTest.testCreation,3,53,10,1,1,0.06,67,221,1,76,48,6,4,0.61,0.6,0,0
com.helger.xml.microdom.MicroElementTest.testCreationError,0,0,0,0,0,0,15,17,0,4,1,1,0,0.8,1,1,1
com.helger.xml.microdom.MicroElementTest.testDetach,1,16,3,1,1,0.02,13,81,0,18,17,2,1,0.51,0.67,0,0
com.helger.xml.microdom.MicroElementTest.testGetAllChildElementsRecursive,1,21,4,1,1,0.13,30,100,1,20,23,2,0,0.47,1,0,1
com.helger.xml.microdom.MicroElementTest.testGetChildElementOfName,1,21,5,1,1,0.03,12,84,1,24,19,0,1,0.56,0,0,0
com.helger.xml.microdom.MicroElementTest.testGetChildElements,1,44,5,1,1,0.09,61,153,1,71,23,5,1,0.76,0.83,1,0
com.helger.xml.microdom.MicroElementTest.testGetChildElementsNS,1,43,5,1,1,0.08,45,133,1,68,25,4,2,0.73,0.67,1,0
com.helger.xml.microdom.MicroElementTest.testGetClone,1,30,10,1,1,0.04,26,178,1,31,48,1,3,0.39,0.25,0,0
com.helger.xml.microdom.MicroElementTest.testGetParentElement,1,17,4,1,1,0.08,17,85,1,21,14,0,0,0.6,0,0,0
com.helger.xml.microdom.MicroElementTest.testGetParentElementWithName,1,19,5,1,1,0.06,19,74,1,24,15,3,1,0.62,0.75,0,0
com.helger.xml.microdom.MicroElementTest.testGetTextContent,1,23,8,1,1,0.04,25,107,0,29,17,2,0,0.63,1,0,1
com.helger.xml.microdom.MicroElementTest.testIsEqualContent,1,11,4,1,1,0.15,20,84,1,13,30,0,0,0.3,0,0,0
com.helger.xml.microdom.MicroElementTest.testNamespaces,1,2,1,1,1,0,11,24,1,5,3,3,0,0.62,1,0,1
com.helger.xml.microdom.MicroElementTest.testRemoveAllChildren,1,27,5,1,1,0.02,19,107,1,31,26,2,3,0.54,0.4,0,0
com.helger.xml.microdom.MicroElementTest.testRemoveChild,1,35,5,1,1,0.08,18,128,1,42,28,0,2,0.6,0,0,0
com.helger.xml.microdom.MicroElementTest.testRemoveChildAtIndex,1,26,5,1,1,0.09,19,106,1,33,25,3,1,0.57,0.75,0,0
com.helger.xml.microdom.MicroElementTest.testSiblings,1,14,3,1,1,0.06,29,87,0,18,12,5,0,0.6,1,0,1
com.helger.xml.microdom.MicroEntityReferenceTest.testAddChildren,2,8,1,1,1,0,19,30,0,8,0,0,0,1,0,1,0
com.helger.xml.microdom.MicroEntityReferenceTest.testCreation,2,16,3,1,1,0.22,24,34,1,13,5,6,0,0.72,1,0,1
com.helger.xml.microdom.MicroEntityReferenceTest.testCreationError,1,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0
com.helger.xml.microdom.MicroEventTest.testBasic,2,7,4,1,1,0.17,14,42,1,7,6,2,1,0.54,0.67,0,0
com.helger.xml.microdom.MicroEventTest.testCreationError,2,0,0,0,0,0,8,24,0,1,3,0,0,0.25,0,0,0
com.helger.xml.microdom.MicroEventTest.testInsertedEvent,1,22,5,1,1,0.03,43,100,1,26,20,0,2,0.57,0,0,0
com.helger.xml.microdom.MicroEventTest.testRemovedEvent,1,35,5,1,1,0.02,43,138,1,38,37,1,6,0.51,0.14,0,0
com.helger.xml.microdom.MicroProcessingInstructionTest.testAddChildren,2,8,1,1,1,0,19,33,0,8,0,0,0,1,0,1,0
com.helger.xml.microdom.MicroProcessingInstructionTest.testCreation,3,17,3,1,1,0.18,38,38,1,14,5,5,0,0.74,1,1,1
com.helger.xml.microdom.MicroProcessingInstructionTest.testCreationError,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
com.helger.xml.microdom.MicroTextTest.testAddChildren,2,8,1,1,1,0,19,34,0,8,0,0,0,1,0,1,0
com.helger.xml.microdom.MicroTextTest.testCreation,2,25,4,1,1,0.1,38,74,1,23,5,6,0,0.82,1,1,1
com.helger.xml.microdom.serialize.MicroDOMInputStreamProviderTest.testSimple,2,92,23,4,1,0,5,502,0,41,210,0,15,0.16,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testIsEqualContent,0,105,24,5,1,0,4,494,1,73,164,2,14,0.31,0.12,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testNamespaces,2,174,35,7,1,0.01,11,827,1,166,267,0,19,0.38,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testNamespaces2,2,173,35,7,1,0.01,11,826,1,159,272,0,19,0.37,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testNamespaces3,2,174,35,7,1,0.01,12,828,1,158,274,0,19,0.37,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testNamespaces3a,2,176,36,7,1,0.03,14,846,1,168,267,1,19,0.39,0.05,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testNull,0,18,1,1,1,0.18,11,51,1,7,11,4,3,0.39,0.57,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testReadEntity,3,179,38,6,1,0.06,15,838,1,88,352,3,21,0.2,0.12,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testReadNonExistingResource,0,49,9,4,1,0.01,4,209,1,9,85,1,7,0.1,0.12,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testReadNotation,0,189,40,6,1,0,5,890,1,94,371,0,24,0.2,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testReadProcessingInstruction,0,177,38,6,1,0,5,804,1,89,345,0,26,0.21,0,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testRealInvalid,0,50,11,4,1,0.01,3,198,1,9,81,1,3,0.1,0.25,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testSimple,5,203,42,7,1,0.04,24,950,1,229,269,5,22,0.46,0.19,0,0
com.helger.xml.microdom.serialize.MicroReaderTest.testSpecialXMLAttrs,1,180,38,7,1,0.02,13,893,1,175,275,0,21,0.39,0,0,0
com.helger.xml.microdom.serialize.MicroSerializerTest.testIndent,2,121,29,4,1,0.03,18,604,1,153,178,0,17,0.46,0,0,0
com.helger.xml.microdom.serialize.MicroSerializerTest.testLargeTree,2,96,22,4,1,0.01,44,461,1,49,219,0,15,0.18,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testAttributesWithNamespaces,4,207,38,7,1,0.03,42,993,1,221,281,3,21,0.44,0.12,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testCanonicalization,3,235,47,7,1,0.04,21,1062,1,255,289,4,18,0.47,0.18,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testGetXHTMLString,5,231,44,7,1,0.03,23,1031,1,121,425,0,27,0.22,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testGetXMLString,7,243,50,7,1,0.02,33,1095,1,126,462,0,30,0.21,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testNestedCDATASections,2,74,20,3,2,0.04,15,448,1,80,146,1,9,0.35,0.1,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testOrderAttributes,2,73,22,4,1,0.05,10,462,1,70,137,0,10,0.34,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testOrderNamespaces,2,90,25,5,1,0.04,12,539,1,116,148,1,10,0.44,0.09,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testSaveToStream,1,1,1,1,1,1,14,11,1,0,0,0,0,0,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testWithNamespaceContext,3,131,29,5,1,0.04,26,655,1,174,188,1,17,0.48,0.06,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testWithoutEmitNamespaces,2,128,29,5,1,0.04,22,643,1,160,193,1,16,0.45,0.06,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testWriteCDATAAsText,2,77,20,3,2,0.04,15,458,1,75,145,0,8,0.34,0,0,0
com.helger.xml.microdom.serialize.MicroWriterTest.testXMLVersion,1,222,44,7,1,0.02,9,994,1,129,423,3,23,0.23,0.12,0,0
com.helger.xml.microdom.util.ChildrenProviderElementWithNameTest.testBasic,3,46,7,2,1,0.13,19,159,1,54,49,6,6,0.52,0.5,0,0
com.helger.xml.microdom.util.ChildrenProviderElementWithNameTest.testCreationError,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
com.helger.xml.microdom.util.MicroHelperTest.testAppend,2,18,5,2,1,0.25,21,101,1,11,30,4,2,0.27,0.67,0,0
com.helger.xml.microdom.util.MicroHelperTest.testConvertToMicroElementWithNS,0,97,17,5,1,0.13,18,374,1,60,130,5,18,0.32,0.22,0,0
com.helger.xml.microdom.util.MicroHelperTest.testConvertToMicroNode,0,28,11,3,1,0.35,14,213,1,17,64,0,10,0.21,0,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetChildTextContent,1,36,10,2,1,0.05,12,132,1,41,30,2,4,0.58,0.33,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetChildTextContentWithConversion,1,37,10,2,1,0.05,12,136,1,40,32,1,4,0.56,0.2,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetChildTextContentWithConversionAndNS,1,40,10,2,1,0.06,13,139,1,41,36,1,6,0.53,0.14,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetChildTextContentWithNS,1,38,10,2,1,0.06,13,134,1,42,34,2,6,0.55,0.25,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetDocumentRootElementTagName,1,20,6,2,1,0.1,7,85,1,18,29,4,2,0.38,0.67,0,0
com.helger.xml.microdom.util.MicroHelperTest.testGetPath,1,21,6,2,1,0.16,13,86,1,20,26,5,2,0.43,0.71,0,0
com.helger.xml.microdom.util.MicroRecursiveIteratorTest.testBasic,1,85,17,6,1,0.02,16,384,1,40,131,4,7,0.23,0.36,0,0
com.helger.xml.microdom.util.MicroRecursiveIteratorTest.testCreationError,1,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0
com.helger.xml.microdom.util.MicroVisitorTest.testVisitStatic,0,84,17,6,1,0.01,26,364,1,52,112,1,8,0.32,0.11,0,0
com.helger.xml.microdom.util.XMLListHandlerTest.testRead,0,198,41,7,1,0.01,24,921,1,127,344,4,22,0.27,0.15,0,0
com.helger.xml.microdom.util.XMLListHandlerTest.testReadInvalid,0,3,1,1,1,1,28,18,1,0,0,0,0,0,0,0,0
com.helger.xml.microdom.util.XMLListHandlerTest.testWriteInvalid,0,1,1,1,1,1,15,5,1,0,0,0,0,0,0,0,0
com.helger.xml.microdom.util.XMLMapHandlerTest.testReadBuildInfo,0,198,41,7,1,0.01,12,929,1,124,347,4,24,0.26,0.14,0,0
com.helger.xml.microdom.util.XMLMapHandlerTest.testReadInvalid,0,99,21,6,1,0.06,31,439,1,74,128,2,8,0.37,0.2,0,0
com.helger.xml.microdom.util.XMLMapHandlerTest.testWriteInvalid,0,2,1,1,1,1,19,7,1,0,0,0,0,0,0,0,0
com.helger.xml.namespace.MapBasedNamespaceContextTest.testAll,1,11,2,1,1,0.6,42,54,1,25,8,5,0,0.76,1,1,1
com.helger.xml.namespace.MapBasedNamespaceContextTest.testCloneIssue17,1,5,1,1,1,0.45,10,33,1,8,4,5,1,0.67,0.83,0,0
com.helger.xml.namespace.SingleElementNamespaceContextTest.testAll,2,9,2,1,1,0.86,32,42,1,24,6,5,0,0.8,1,1,1
com.helger.xml.namespace.SingleElementNamespaceContextTest.testCtor,1,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
com.helger.xml.NodeListIteratorTest.testGetRecursiveChildIter,1,8,3,1,1,0.44,28,23,1,12,20,2,2,0.38,0.5,0,0
com.helger.xml.RecursiveChildNodeIteratorTest.testBasic,1,9,4,1,1,0.08,23,31,1,14,19,6,2,0.42,0.75,0,0
com.helger.xml.RecursiveChildNodeIteratorTest.testError,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
com.helger.xml.RecursiveNodeIteratorTest.testBasic,1,7,3,1,1,0.09,36,28,1,11,20,0,2,0.35,0,0,0
com.helger.xml.RecursiveNodeIteratorTest.testChildNodeIterator,0,8,3,1,1,0.19,32,31,1,12,20,1,2,0.38,0.33,0,0
com.helger.xml.RecursiveNodeIteratorTest.testError,1,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
com.helger.xml.resourcebundle.XMLResourceBundleTest.testAll,0,201,41,7,1,0.01,16,912,1,173,307,7,20,0.36,0.26,0,0
com.helger.xml.sax.CachingSAXInputSourceTest.testBasic,5,1,1,1,1,0,19,12,1,2,0,2,0,1,1,1,1
com.helger.xml.sax.CachingSAXInputSourceTest.testCreationError,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
com.helger.xml.sax.CollectingSAXErrorHandlerTest.testAll,2,78,14,3,1,0.02,9,346,1,14,104,0,18,0.12,0,0,0
com.helger.xml.sax.InputSourceFactoryTest.testFile,0,3,1,1,1,0.08,4,12,1,6,3,2,0,0.67,1,0,1
com.helger.xml.sax.ReadableResourceSAXInputSourceTest.testBasic,2,2,1,1,1,0.83,9,12,1,2,2,2,0,0.5,1,0,1
com.helger.xml.sax.ReadableResourceSAXInputSourceTest.testCreationError,1,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0
com.helger.xml.sax.StringSAXInputSourceTest.testBasic,1,2,1,1,1,0.5,5,8,1,2,1,1,0,0.67,1,0,1
com.helger.xml.sax.StringSAXInputSourceTest.testCreationError,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
com.helger.xml.schema.XMLSchemaCacheTest.testCustom,5,18,7,3,3,0.26,32,73,1,16,6,4,1,0.73,0.8,1,0
com.helger.xml.schema.XMLSchemaCacheTest.testDefault,0,23,8,4,4,0.22,29,65,1,13,18,2,8,0.42,0.2,0,0
com.helger.xml.schema.XMLSchemaValidationHelperTest.testValidateDOMSource,0,78,16,5,5,0.02,28,239,1,23,104,1,23,0.18,0.04,0,0
com.helger.xml.schema.XMLSchemaValidationHelperTest.testValidateReadableResource,0,19,9,3,3,0.05,30,70,1,16,15,2,3,0.52,0.4,0,0
com.helger.xml.schema.XMLSchemaValidationHelperTest.testValidateSchemaPresent,0,60,12,4,4,0.09,30,191,1,14,97,1,16,0.13,0.06,0,0
com.helger.xml.serialize.read.DOMInputStreamProviderTest.testSimple,1,127,27,4,1,0.01,7,588,0,72,245,0,32,0.23,0,0,0
com.helger.xml.serialize.read.DOMReaderDefaultSettingsTest.testDefault,0,27,1,1,1,0.44,23,34,1,49,0,6,0,1,1,1,1
com.helger.xml.serialize.read.DOMReaderSettingsTest.testDefault,1,51,2,1,1,0.29,24,91,1,35,50,3,10,0.41,0.23,0,0
com.helger.xml.serialize.read.DOMReaderTest.testEntityExpansionLimit,2,88,12,3,1,0.12,24,287,1,87,82,7,16,0.51,0.3,0,0
com.helger.xml.serialize.read.DOMReaderTest.testExternalEntityExpansion,2,75,11,3,1,0.1,20,258,1,27,117,3,19,0.19,0.14,0,0
com.helger.xml.serialize.read.DOMReaderTest.testMultithreadedDOM,0,55,8,3,1,0.01,4,166,1,3,102,0,17,0.03,0,0,0
com.helger.xml.serialize.read.DOMReaderTest.testOtherSources,2,50,7,2,2,0.01,4,152,1,7,83,0,16,0.08,0,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadNotation,0,141,28,4,1,0,5,654,1,48,321,0,34,0.13,0,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadProcessingInstruction,0,133,27,4,1,0,5,598,1,47,302,0,36,0.13,0,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadWithSchema,4,84,16,5,5,0.24,85,274,1,36,115,4,17,0.24,0.19,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadXMLDOMInputSource,1,68,11,2,2,0.03,18,187,1,17,97,1,14,0.15,0.07,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadXMLDOMInputStream,0,60,10,2,2,0.01,13,171,1,9,95,0,14,0.09,0,0,0
com.helger.xml.serialize.read.DOMReaderTest.testReadXMLDOMString,0,61,11,2,2,0.01,19,176,1,10,95,0,14,0.1,0,0,0
com.helger.xml.serialize.read.SAXReaderDefaultSettingsTest.testDefault,0,19,1,1,1,0.35,18,34,1,27,0,6,0,1,1,1,1
com.helger.xml.serialize.read.SAXReaderTest.testMultithreadedSAX_CachingSAXInputSource,2,35,5,2,2,0.33,6,115,1,5,49,1,4,0.09,0.2,0,0
com.helger.xml.serialize.read.SAXReaderTest.testMultithreadedSAX_ReadableResourceSAXInputSource,1,33,5,2,2,0.03,6,118,1,6,51,1,4,0.11,0.2,0,0
com.helger.xml.serialize.read.StaxFuncTest.testStax,1,163,37,4,1,0.01,98,863,0,19,341,0,21,0.05,0,0,0
com.helger.xml.serialize.read.XMLCharsetDeterminatorTest.testAllBOMCharsets,0,3,1,1,1,0.35,15,82,1,13,18,0,5,0.42,0,0,0
com.helger.xml.serialize.read.XMLCharsetDeterminatorTest.testAllCharsetsDoubleQuotes,0,4,1,1,1,0.46,12,65,1,28,21,6,5,0.57,0.55,0,0
com.helger.xml.serialize.read.XMLCharsetDeterminatorTest.testAllCharsetsSingleQuotes,0,4,1,1,1,0.46,12,65,1,28,21,6,5,0.57,0.55,0,0
com.helger.xml.serialize.read.XMLCharsetDeterminatorTest.testParser,0,3,1,1,1,0.45,65,64,1,27,24,6,6,0.53,0.5,0,0
com.helger.xml.serialize.ReadWriteXML11FuncTest.testReadingXML11,1,175,34,6,1,0.02,23,857,0,140,319,3,24,0.31,0.11,0,0
com.helger.xml.serialize.write.EXMLSerializeCommentsTest.testAll,0,1,1,1,1,1,6,1,1,2,0,0,0,1,0,1,0
com.helger.xml.serialize.write.EXMLSerializeDocTypeTest.testAll,0,1,1,1,1,1,6,1,1,2,0,0,0,1,0,1,0
com.helger.xml.serialize.write.EXMLSerializeIndentTest.testAll,0,2,1,1,1,1,10,2,1,4,0,0,0,1,0,1,0
com.helger.xml.serialize.write.EXMLSerializeXMLDeclarationTest.testAll,0,2,1,1,1,1,10,2,1,4,0,0,0,1,0,1,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testBasic1,1,72,12,3,1,0.14,15,367,1,80,130,0,16,0.38,0,0,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testBasic1a,1,73,12,3,1,0.14,18,369,1,81,129,0,16,0.39,0,0,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testBasic2,1,72,12,3,1,0.14,17,367,1,87,125,4,12,0.41,0.25,0,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testBasic3,1,72,12,3,1,0.14,18,367,1,81,129,1,15,0.39,0.06,0,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testInvalidChars,1,80,13,3,1,0.12,15,400,1,103,130,3,14,0.44,0.18,0,0
com.helger.xml.serialize.write.SafeXMLStreamWriterTest.testWithNS,1,77,12,3,1,0.13,17,393,1,84,138,4,17,0.38,0.19,0,0
com.helger.xml.serialize.write.XMLCharHelperTest.testAttributeValue,0,1,1,1,1,1,8,5,1,6,0,0,0,1,0,1,0
