TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.commons.io.file.SimpleFileIOTest.testReadFileAsString,0,48,20,6,1,0.09,14,243,1,41,82,1,10,0.33,0.09,0,0
com.helger.commons.io.file.SimpleFileIOTest.testReadFileBytes,0,48,20,7,1,0.09,11,246,1,38,83,2,9,0.31,0.18,0,0
com.helger.commons.io.file.SimpleFileIOTest.testReaFileLines,0,46,18,10,1,0.01,8,264,1,36,88,3,7,0.29,0.3,0,0
com.helger.commons.io.file.SimpleFileIOTest.testWriteFile,0,30,15,6,1,0.16,19,156,1,15,67,1,6,0.18,0.14,0,0
com.helger.commons.io.misc.SizeHelperTest.testCtor,0,15,5,4,1,0.04,9,64,1,2,40,0,9,0.05,0,0,0
com.helger.commons.io.misc.SizeHelperTest.testGetAsGB,0,9,2,2,1,0.09,11,37,1,19,10,0,0,0.66,0,0,0
com.helger.commons.io.misc.SizeHelperTest.testGetAsKB,0,10,2,2,1,0.09,21,38,1,24,7,1,0,0.77,1,1,1
com.helger.commons.io.misc.SizeHelperTest.testGetAsMatching,0,26,3,2,1,0.23,23,141,1,58,34,5,7,0.63,0.42,0,0
com.helger.commons.io.misc.SizeHelperTest.testGetAsMB,0,9,2,2,1,0.09,17,37,1,20,10,1,0,0.67,1,0,1
com.helger.commons.io.misc.SizeHelperTest.testGetAsPB,0,9,2,2,1,0.09,11,37,1,19,10,0,0,0.66,0,0,0
com.helger.commons.io.misc.SizeHelperTest.testGetAsTB,0,9,2,2,1,0.09,11,37,1,19,10,0,0,0.66,0,0,0
com.helger.commons.io.misc.SizeHelperTest.testOutOfBounds,0,10,2,2,1,0.14,27,39,1,12,22,6,3,0.35,0.67,0,0
com.helger.commons.io.PathFuncTest.testIterate1,0,8,3,2,1,0.05,11,40,0,3,10,0,0,0.23,0,0,0
com.helger.commons.io.PathFuncTest.testSimple,0,32,15,10,1,0.01,25,143,0,46,47,0,2,0.49,0,0,0
com.helger.commons.io.PathFuncTest.testTraverse1,0,0,0,0,0,0,25,0,0,8,16,0,1,0.33,0,0,0
com.helger.commons.io.PathFuncTest.testTraverse2,0,0,0,0,0,0,38,0,0,8,16,0,1,0.33,0,0,0
com.helger.commons.io.provider.FileSystemByteStreamProviderTest.testAll,2,71,25,13,1,0.12,13,359,1,46,208,6,15,0.18,0.29,0,0
com.helger.commons.io.relative.FileRelativeIOTest.testBasePath,0,121,44,17,1,0.06,27,588,1,280,72,8,8,0.8,0.5,1,0
com.helger.commons.io.relative.PathRelativeIOTest.testFileBased,1,61,20,14,1,0,10,377,1,78,141,0,7,0.36,0,0,0
com.helger.commons.io.relative.PathRelativeIOTest.testURLBased,1,61,20,14,1,0.02,10,377,1,79,140,1,6,0.36,0.14,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testDefault,1,50,13,9,1,0.03,9,286,1,49,150,4,11,0.25,0.27,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testFolder,1,24,7,6,1,0.02,8,134,1,17,45,2,3,0.27,0.4,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testInvalid,1,29,7,6,1,0.09,27,105,1,23,40,1,2,0.37,0.33,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testValidFolder,1,39,11,9,1,0.13,16,190,1,27,70,0,7,0.28,0,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testValidRoot,1,49,13,10,1,0.15,30,205,1,46,69,4,7,0.4,0.36,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testValidRootWithPrefixLong,1,39,11,9,1,0.13,16,190,1,30,68,0,7,0.31,0,0,0
com.helger.commons.io.resource.ClassPathResourceTest.testValidRootWithPrefixShort,1,39,11,9,1,0.13,16,190,1,31,67,0,7,0.32,0,0,0
com.helger.commons.io.resource.FileSystemResourceTest.testAccess,1,123,34,16,1,0.06,19,571,1,121,254,6,19,0.32,0.24,0,0
com.helger.commons.io.resource.FileSystemResourceTest.testCtor,4,28,8,6,1,0,13,176,0,23,77,0,3,0.23,0,0,0
com.helger.commons.io.resource.FileSystemResourceTest.testUNC,0,2,1,1,1,1,12,2,0,8,0,0,0,1,0,1,0
com.helger.commons.io.resource.FileSystemResourceTest.testWrite,1,64,22,11,1,0.09,17,361,1,61,96,2,7,0.39,0.22,0,0
com.helger.commons.io.resource.URLResourceTest.testAccess,1,114,36,20,1,0.09,43,536,1,91,272,5,15,0.25,0.25,0,0
com.helger.commons.io.resource.URLResourceTest.testCtor,2,23,8,7,1,0.07,22,141,1,4,47,0,4,0.08,0,0,0
com.helger.commons.io.resourceprovider.ClassPathResourceProviderTest.testEqualsAndHashcode,2,45,13,9,1,0.04,5,228,1,32,135,5,10,0.19,0.33,0,0
com.helger.commons.io.resourceprovider.ClassPathResourceProviderTest.testNoPrefix,2,29,8,7,1,0.03,21,102,1,27,36,2,5,0.43,0.29,0,0
com.helger.commons.io.resourceprovider.DefaultResourceProviderTest.testEqualsAndHashcode,1,89,29,14,1,0.01,3,394,0,50,217,8,25,0.19,0.24,0,0
com.helger.commons.io.resourceprovider.DefaultResourceProviderTest.testNoPrefix,1,78,21,11,1,0.03,26,399,0,75,165,6,23,0.31,0.21,0,0
com.helger.commons.io.resourceprovider.FileSystemResourceProviderTest.testAll,2,43,14,10,1,0.09,23,243,1,56,92,4,5,0.38,0.44,0,0
com.helger.commons.io.resourceprovider.FileSystemResourceProviderTest.testEqualsAndHashcode,3,60,19,10,1,0.02,5,309,1,36,230,3,12,0.14,0.2,0,0
com.helger.commons.io.resourceprovider.URLResourceProviderTest.testAll,1,7,5,5,1,0.26,12,25,1,11,4,1,0,0.73,1,1,1
com.helger.commons.io.resourceprovider.URLResourceProviderTest.testEqualsAndHashcode,1,35,12,9,1,0.03,3,171,1,19,104,4,4,0.15,0.5,0,0
com.helger.commons.io.resourceresolver.DefaultResourceResolverTest.testBasic,0,81,21,14,1,0.01,107,553,1,148,164,7,13,0.47,0.35,0,0
com.helger.commons.io.stream.BitInputStreamTest.testReadBitBigEndian,2,17,6,3,1,0.08,7,87,1,15,44,1,5,0.25,0.17,0,0
com.helger.commons.io.stream.BitInputStreamTest.testReadBitLittleEndian,2,17,6,3,1,0.08,7,87,1,14,45,1,5,0.24,0.17,0,0
com.helger.commons.io.stream.BitInputStreamTest.testSemantics,2,21,6,3,1,0.12,29,101,1,27,47,2,5,0.36,0.29,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testReadWriteRandom,4,37,10,4,1,0.08,17,185,1,52,61,1,11,0.46,0.08,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testSemantics,2,34,8,4,1,0.08,27,172,1,18,83,4,11,0.18,0.27,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testWriteBitBigEndian,2,23,7,4,1,0.1,11,109,1,21,42,1,9,0.33,0.1,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testWriteBitLittleEndian,2,23,7,4,1,0.1,11,109,1,22,41,1,8,0.35,0.11,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testWriteManual,2,24,7,4,1,0.07,9,119,1,26,45,1,7,0.37,0.12,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testWriteManyBigEndian,4,39,10,4,1,0.15,20,188,1,50,63,3,10,0.44,0.23,0,0
com.helger.commons.io.stream.BitOutputStreamTest.testWriteManyLittleEndian,4,38,10,4,1,0.13,21,187,1,52,61,2,10,0.46,0.17,0,0
com.helger.commons.io.stream.ByteBufferInputStreamTest.testAll,1,18,2,2,1,0.46,46,55,1,22,19,5,1,0.54,0.83,0,0
com.helger.commons.io.stream.ByteBuffersInputStreamTest.testAll,1,29,4,4,1,0.48,46,128,1,42,53,7,3,0.44,0.7,0,0
com.helger.commons.io.stream.CountingFileInputStreamTest.testAll,3,24,10,4,1,0.23,14,126,1,13,66,0,3,0.16,0,0,0
com.helger.commons.io.stream.CountingFileOutputStreamTest.testAll,5,36,14,6,1,0.18,20,202,1,25,88,2,9,0.22,0.18,0,0
com.helger.commons.io.stream.CountingInputStreamTest.testAll,3,45,13,6,1,0.07,9,227,1,32,108,7,13,0.23,0.35,0,0
com.helger.commons.io.stream.CountingOutputStreamTest.testAll,3,45,13,6,1,0.03,9,214,1,27,107,2,13,0.2,0.13,0,0
com.helger.commons.io.stream.NonBlockingBufferedWriterTest.testAll,2,28,5,4,1,0.45,20,119,1,19,57,6,1,0.25,0.86,0,0
com.helger.commons.io.stream.NonBlockingBufferedWriterTest.testError,1,4,1,1,1,0,23,14,0,4,3,0,0,0.57,0,0,0
com.helger.commons.io.stream.NonBlockingByteArrayInputStreamTest.testAll,1,14,2,2,1,0.53,67,57,1,27,22,4,2,0.55,0.67,0,0
com.helger.commons.io.stream.NonBlockingByteArrayOutputStreamTest.testAll,2,9,2,2,1,0.5,41,30,1,10,10,1,0,0.5,1,0,1
com.helger.commons.io.stream.NonBlockingCharArrayWriterTest.testAll,1,19,2,2,1,0.64,19,65,1,23,24,7,1,0.49,0.88,0,0
com.helger.commons.io.stream.NonBlockingCharArrayWriterTest.testError,2,7,1,1,1,0,19,28,0,8,9,1,0,0.47,1,0,1
com.helger.commons.io.stream.NonBlockingStringWriterTest.testAll,1,19,2,2,1,0.54,20,50,1,17,17,7,1,0.5,0.88,0,0
com.helger.commons.io.stream.NonBlockingStringWriterTest.testError,2,7,1,1,1,0,19,31,0,8,9,1,0,0.47,1,0,1
com.helger.commons.io.stream.NonClosingInputStreamTest.testClosing,3,20,7,3,1,0.01,11,127,0,17,59,0,3,0.22,0,0,0
com.helger.commons.io.stream.NonClosingInputStreamTest.testNonClosing,4,21,8,3,1,0.01,9,130,1,14,62,0,3,0.18,0,0,0
com.helger.commons.io.stream.NonClosingOutputStreamTest.testClosing,3,23,8,3,1,0.01,11,140,0,18,64,0,4,0.22,0,0,0
com.helger.commons.io.stream.NonClosingOutputStreamTest.testNonClosing,4,24,9,3,1,0.01,9,143,1,15,67,0,4,0.18,0,0,0
com.helger.commons.io.stream.StreamHelperTest.testClose,1,6,2,2,2,0.4,22,31,1,9,12,2,6,0.43,0.25,0,0
com.helger.commons.io.stream.StreamHelperTest.testCloseWithoutFlush,1,5,2,2,2,0.47,20,18,1,6,11,4,5,0.35,0.44,0,0
com.helger.commons.io.stream.StreamHelperTest.testCopyInputStreamToOutputStream,5,39,12,6,1,0.11,20,179,1,46,73,6,12,0.39,0.33,0,0
com.helger.commons.io.stream.StreamHelperTest.testCopyInputStreamToOutputStreamWithLimit,2,26,8,4,1,0.04,18,147,1,28,64,3,4,0.3,0.43,0,0
com.helger.commons.io.stream.StreamHelperTest.testCopyReaderToWriter,5,37,11,5,1,0.1,22,168,1,40,67,6,11,0.37,0.35,0,0
com.helger.commons.io.stream.StreamHelperTest.testCopyReaderToWriterWithLimit,1,28,8,4,1,0.05,17,144,1,26,61,5,6,0.3,0.45,0,0
com.helger.commons.io.stream.StreamHelperTest.testCreateReader,1,7,2,2,1,0.09,9,33,1,4,22,0,0,0.15,0,0,0
com.helger.commons.io.stream.StreamHelperTest.testCreateWriter,1,5,2,2,1,0.14,9,20,1,2,19,1,0,0.1,1,0,0
com.helger.commons.io.stream.StreamHelperTest.testFlush,1,6,2,2,2,0.7,21,31,1,6,15,2,7,0.29,0.22,0,0
com.helger.commons.io.stream.StreamHelperTest.testGetAllBytesAsString,1,49,15,9,1,0.01,5,253,1,45,77,0,8,0.37,0,0,0
com.helger.commons.io.stream.StreamHelperTest.testGetAllBytesCharset,2,42,13,7,1,0.13,16,190,1,44,73,3,7,0.38,0.3,0,0
com.helger.commons.io.stream.StreamHelperTest.testGetAllCharacters,1,29,9,4,1,0.11,7,149,1,27,57,4,6,0.32,0.4,0,0
com.helger.commons.io.stream.StreamHelperTest.testGetAvailable,3,8,3,2,1,0.15,8,39,1,6,27,2,1,0.18,0.67,0,0
com.helger.commons.io.stream.StreamHelperTest.testIsKnownEOFException,0,2,1,1,1,1,8,8,1,8,1,6,0,0.89,1,1,1
com.helger.commons.io.stream.StreamHelperTest.testReadLines,1,48,10,7,1,0.03,33,296,1,67,71,7,8,0.49,0.47,0,0
com.helger.commons.io.stream.StreamHelperTest.testWriteStream,2,18,4,3,1,0.19,35,80,1,19,41,3,9,0.32,0.25,0,0
com.helger.commons.io.stream.StringInputStreamTest.testAll,2,26,8,4,1,0.08,10,143,0,25,60,1,4,0.29,0.2,0,0
com.helger.commons.io.stream.WrappedInputStreamTest.testAll,2,29,7,5,1,0.05,20,124,1,14,77,1,15,0.15,0.06,0,0
com.helger.commons.io.stream.WrappedOutputStreamTest.testAll,2,29,8,6,1,0.09,14,117,1,14,63,1,9,0.18,0.1,0,0
com.helger.commons.io.stream.WrappedReaderTest.testAll,2,31,7,5,1,0.11,20,140,1,17,75,4,11,0.18,0.27,0,0
com.helger.commons.io.stream.WrappedWriterTest.testAll,2,28,7,5,1,0.07,18,104,1,10,56,1,10,0.15,0.09,0,0
com.helger.commons.io.streamprovider.ByteArrayInputStreamProviderTest.testSimple,1,55,17,9,1,0.11,8,241,1,39,110,0,15,0.26,0,0,0
com.helger.commons.io.streamprovider.ByteArrayOutputStreamProviderTest.testSimple,3,47,13,6,1,0.1,12,231,1,49,79,5,10,0.38,0.33,0,0
com.helger.commons.io.streamprovider.ByteBufferInputStreamProviderTest.testSimple,1,42,14,9,1,0.13,9,189,1,30,79,2,12,0.28,0.14,0,0
com.helger.commons.io.streamprovider.StringInputStreamProviderTest.testBOM,1,33,11,6,1,0.02,10,163,1,34,67,1,8,0.34,0.11,0,0
com.helger.commons.io.streamprovider.StringInputStreamProviderTest.testSimpleCharset,3,29,10,5,1,0.07,9,156,1,29,63,1,6,0.32,0.14,0,0
com.helger.commons.io.watchdir.WatchDirTest.testRecursive,1,37,12,8,1,0.08,12,215,1,4,82,2,3,0.05,0.4,0,0
com.helger.commons.lang.BitSetHelperTest.testByte,0,5,2,2,1,0.59,8,22,1,14,10,4,1,0.58,0.8,0,0
com.helger.commons.lang.BitSetHelperTest.testInt,0,8,2,2,1,0.61,18,28,1,24,7,6,1,0.77,0.86,1,0
com.helger.commons.lang.BitSetHelperTest.testLong,0,6,2,2,1,0.57,20,23,1,19,6,6,0,0.76,1,1,1
com.helger.commons.lang.BitSetHelperTest.testShort,0,5,2,2,1,0.59,8,22,1,14,10,4,1,0.58,0.8,0,0
com.helger.commons.lang.BooleanHelperTest.testGetBooleanValue,0,2,1,1,1,0.5,8,2,1,3,0,3,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testGetAllPrimtives,0,4,3,3,2,0.5,6,8,1,3,2,1,0,0.6,1,0,1
com.helger.commons.lang.ClassHelperTest.testGetClassFromPath,0,11,5,5,1,0.03,9,33,1,21,11,5,0,0.66,1,0,1
com.helger.commons.lang.ClassHelperTest.testGetClassLoader,0,5,2,2,1,0.54,3,13,0,3,4,0,0,0.43,0,0,0
com.helger.commons.lang.ClassHelperTest.testGetClassLocalNameClassOfQ,0,3,1,1,1,1,10,6,1,8,1,5,0,0.89,1,1,1
com.helger.commons.lang.ClassHelperTest.testGetClassPackageName,0,2,1,1,1,1,11,5,1,6,0,5,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testGetDirectoryFromPackage,0,5,2,2,2,0.1,9,20,1,10,4,3,0,0.71,1,0,1
com.helger.commons.lang.ClassHelperTest.testGetObjectAddress,0,7,2,2,2,0.12,6,26,1,1,22,1,2,0.04,0.33,0,0
com.helger.commons.lang.ClassHelperTest.testGetPathFromClass,0,4,2,2,2,0.11,9,19,1,9,4,2,0,0.69,1,0,1
com.helger.commons.lang.ClassHelperTest.testGetSafeClassName,0,1,1,1,1,1,5,5,1,5,0,3,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsAbstract,0,1,1,1,1,1,14,1,1,2,0,0,0,1,0,1,0
com.helger.commons.lang.ClassHelperTest.testIsAnnotation,0,1,1,1,1,1,14,1,1,2,0,2,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsArray,0,1,1,1,1,1,14,1,1,2,0,0,0,1,0,1,0
com.helger.commons.lang.ClassHelperTest.testIsBooleanClass,0,1,1,1,1,1,7,3,1,4,0,4,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsCharacterClass,0,1,1,1,1,1,7,3,1,4,0,4,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsEnum,0,1,1,1,1,1,14,1,1,2,0,2,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsFloatingPointClass,0,1,1,1,1,1,10,7,1,8,0,5,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsInstancableClass,0,4,1,1,1,0.39,15,18,1,13,4,1,2,0.76,0.33,1,0
com.helger.commons.lang.ClassHelperTest.testIsIntegerClass,0,1,1,1,1,1,13,11,1,12,0,7,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsInterface,0,1,1,1,1,1,14,1,1,2,0,0,0,1,0,1,0
com.helger.commons.lang.ClassHelperTest.testIsPublic,0,1,1,1,1,1,14,1,1,2,0,0,0,1,0,1,0
com.helger.commons.lang.ClassHelperTest.testIsPublicClass,0,3,1,1,1,0.82,15,11,1,13,0,2,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testIsStringClass,0,1,1,1,1,1,7,3,1,4,0,4,0,1,1,1,1
com.helger.commons.lang.ClassHelperTest.testPrimitivesAndWrappers,0,4,1,1,1,1,44,8,1,10,0,3,0,1,1,1,1
com.helger.commons.lang.ClassHierarchyCacheTest.testGetClassHierarchy,0,12,6,5,1,0.03,20,55,1,10,17,2,2,0.37,0.5,0,0
com.helger.commons.lang.ClassPathHelperTest.testGetAllClassPathEntries,0,16,5,5,1,0.05,6,66,1,5,28,1,4,0.15,0.2,0,0
com.helger.commons.lang.ClassPathHelperTest.testPrintClassPathEntries,1,28,8,6,1,0.15,13,116,1,29,45,5,4,0.39,0.56,0,0
com.helger.commons.lang.CloneHelperTest.testGetClonedValue,0,11,4,2,2,0.13,54,46,1,15,6,6,2,0.71,0.75,0,0
com.helger.commons.lang.EnumHelperTest.testGetEnumID,0,1,1,1,1,1,11,1,1,1,0,0,0,1,0,1,0
com.helger.commons.lang.EnumHelperTest.testGetFromIDCaseInsensitiveString,0,12,4,4,1,0.29,22,38,1,14,10,2,0,0.58,1,0,1
com.helger.commons.lang.EnumHelperTest.testGetFromIDInt,0,10,4,3,1,0.33,17,45,1,9,21,2,1,0.3,0.67,0,0
com.helger.commons.lang.EnumHelperTest.testGetFromIDString,0,11,4,4,1,0.38,18,26,1,14,10,2,0,0.58,1,0,1
com.helger.commons.lang.GenericReflectionTest.testForName,0,2,1,1,1,0.5,8,2,1,2,0,0,0,1,0,1,0
com.helger.commons.lang.GenericReflectionTest.testInvokeMethod,0,6,2,2,2,0.31,29,13,1,4,8,0,3,0.33,0,0,0
com.helger.commons.lang.GenericReflectionTest.testInvokeStaticMethod,0,9,2,2,2,0.12,27,16,1,13,2,5,0,0.87,1,1,1
com.helger.commons.lang.GenericReflectionTest.testNewInstance,0,12,3,2,1,0.72,21,32,1,13,4,4,0,0.76,1,1,1
com.helger.commons.lang.GenericReflectionTest.testSafeForName,0,3,1,1,1,0.6,5,5,1,3,0,1,0,1,1,1,1
com.helger.commons.lang.GenericReflectionTest.testUncheckedCast,1,6,5,4,3,0.1,6,13,1,3,8,0,0,0.27,0,0,0
com.helger.commons.lang.proxy.LoggingInvocationHandlerTest.testBasic,1,14,4,4,1,0.01,7,75,1,7,30,2,4,0.19,0.33,0,0
com.helger.commons.lang.proxy.LoggingInvocationHandlerTest.testDefaultMethod,0,15,4,4,1,0.01,8,75,1,5,34,0,4,0.13,0,0,0
com.helger.commons.lang.ServiceLoaderFuncTest.testLoadCrappyServiceFile,0,5,3,3,2,0.45,15,12,0,5,5,0,4,0.5,0,0,0
com.helger.commons.lang.ServiceLoaderFuncTest.testLoadEmptyService,0,3,1,1,1,0.45,15,11,0,1,7,0,0,0.12,0,0,0
com.helger.commons.lang.ServiceLoaderFuncTest.testLoadNonExistingImplementation,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
com.helger.commons.lang.ServiceLoaderFuncTest.testLoadNonExistingImplementationWithSpecialCL,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
com.helger.commons.lang.ServiceLoaderFuncTest.testLoadValid,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
com.helger.commons.lang.StackTraceHelperTest.testAll,0,23,6,5,1,0.31,40,104,1,34,37,6,1,0.48,0.86,0,0
com.helger.commons.locale.country.CountryCacheTest.testAddCountry,0,57,23,14,1,0.07,8,255,1,41,121,2,10,0.25,0.17,0,0
com.helger.commons.locale.country.CountryCacheTest.testAddCountryEmpty,0,55,22,14,1,0.04,4,244,1,38,124,0,12,0.23,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testAddCountryIllegal,0,55,22,14,1,0.04,4,244,1,39,124,0,12,0.24,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testAddCountryInvalidCasing,0,55,22,14,1,0.04,4,244,1,38,123,1,11,0.24,0.08,0,0
com.helger.commons.locale.country.CountryCacheTest.testAddCountryNull,0,54,22,14,1,0.04,4,243,1,36,124,0,12,0.23,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testContainsCountryByLocale,0,60,23,15,1,0.08,8,259,1,40,134,1,14,0.23,0.07,0,0
com.helger.commons.locale.country.CountryCacheTest.testContainsCountryByString,0,57,22,14,1,0.09,20,253,1,49,127,2,12,0.28,0.14,0,0
com.helger.commons.locale.country.CountryCacheTest.testGetAllCountriesLocale,0,68,24,15,1,0.04,8,284,1,48,141,2,12,0.25,0.14,0,0
com.helger.commons.locale.country.CountryCacheTest.testGetAllCountriesString,0,70,24,15,1,0.04,9,299,1,51,151,0,16,0.25,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testGetCountry,0,81,24,15,1,0.1,36,344,1,97,154,4,15,0.39,0.21,0,0
com.helger.commons.locale.country.CountryCacheTest.testGetCountryOfLocale,0,68,22,14,1,0.04,7,293,1,42,157,0,16,0.21,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testNoConcurrentModificationLocale,1,76,24,15,1,0.05,14,311,1,56,155,2,16,0.27,0.11,0,0
com.helger.commons.locale.country.CountryCacheTest.testNoConcurrentModificationString,1,70,24,15,1,0.05,14,300,1,51,151,0,16,0.25,0,0,0
com.helger.commons.locale.country.CountryCacheTest.testResetCache,0,60,24,15,1,0.09,12,260,1,44,131,1,13,0.25,0.07,0,0
com.helger.commons.locale.country.CountryCacheTest.testResolve,0,67,22,14,1,0.06,12,292,1,56,144,0,16,0.28,0,0,0
com.helger.commons.locale.country.ECountryNameTest.testAll,0,17,10,8,1,0,4,318,1,13,34,0,3,0.28,0,0,0
com.helger.commons.locale.country.ECountrySubNameTest.testAll,0,0,0,0,0,0,4,0,0,65,199,0,15,0.25,0,0,0
com.helger.commons.locale.country.ECountryTest.testAll,0,114,40,20,1,0.02,12,1061,1,138,181,6,20,0.43,0.23,0,0
com.helger.commons.locale.ELocaleNameTest.testAll,0,34,19,11,1,0.01,8,136,1,22,89,0,11,0.2,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testAddLanguage,0,60,24,15,1,0.06,6,260,1,45,126,1,8,0.26,0.11,0,0
com.helger.commons.locale.language.LanguageCacheTest.testAddLanguageEmpty,0,60,24,15,1,0.04,4,260,1,40,131,0,9,0.23,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testAddLanguageIllegal,0,62,25,15,1,0.04,5,271,1,40,131,0,9,0.23,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testAddLanguageInvalidCasing,0,63,24,15,1,0.03,4,299,1,45,152,0,9,0.23,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testAddLanguageNull,0,59,24,15,1,0.04,4,259,1,41,128,0,9,0.24,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testContainsLanguageByLocale,0,65,25,16,1,0.07,8,275,1,44,139,0,11,0.24,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testContainsLanguageByString,0,62,24,15,1,0.08,19,269,1,51,131,3,9,0.28,0.25,0,0
com.helger.commons.locale.language.LanguageCacheTest.testGetAllCountriesLocale,0,73,26,16,1,0.04,8,305,1,52,146,3,9,0.26,0.25,0,0
com.helger.commons.locale.language.LanguageCacheTest.testGetAllCountriesString,0,75,26,16,1,0.04,9,320,1,55,156,0,14,0.26,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testGetLanguage,0,86,26,16,1,0.09,32,365,1,93,164,5,11,0.36,0.31,0,0
com.helger.commons.locale.language.LanguageCacheTest.testGetLanguageOfLocale,0,73,24,15,1,0.04,7,314,1,46,162,0,14,0.22,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testNoConcurrentModificationLocale,1,81,26,16,1,0.04,14,332,1,60,160,3,14,0.27,0.18,0,0
com.helger.commons.locale.language.LanguageCacheTest.testNoConcurrentModificationString,1,75,26,16,1,0.04,14,321,1,55,156,0,14,0.26,0,0,0
com.helger.commons.locale.language.LanguageCacheTest.testResetCache,0,65,26,16,1,0.08,12,276,1,48,136,0,11,0.26,0,0,0
com.helger.commons.locale.LocaleCacheTest.testContainsLocale,0,59,19,12,1,0.08,18,277,1,70,135,8,8,0.34,0.5,0,0
com.helger.commons.locale.LocaleCacheTest.testGet,0,63,19,12,1,0.07,25,286,1,79,125,0,8,0.39,0,0,0
com.helger.commons.locale.LocaleCacheTest.testGetAllLanguages,0,57,21,14,1,0.08,10,258,1,35,131,0,9,0.21,0,0,0
com.helger.commons.locale.LocaleCacheTest.testGetAllLocales,0,11,5,5,4,0.3,7,49,1,6,16,0,1,0.27,0,0,0
com.helger.commons.locale.LocaleCacheTest.testGetInvalid,0,58,19,12,1,0.07,10,279,1,30,148,0,8,0.17,0,0,0
com.helger.commons.locale.LocaleCacheTest.testResetCache,0,63,21,14,1,0.07,9,274,1,47,129,1,8,0.27,0.11,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormatted_Double,0,3,2,2,1,0.29,4,7,1,1,5,1,0,0.17,1,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormatted_Int,0,3,2,2,1,0.29,4,7,1,1,5,1,0,0.17,1,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormatted_Long,0,3,2,2,1,0.29,4,7,1,1,5,1,0,0.17,1,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormattedBigInteger,0,4,2,2,1,0.33,13,9,1,1,5,1,0,0.17,1,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormattedPercent,0,5,3,3,1,0.33,11,9,1,3,10,1,4,0.23,0.2,0,0
com.helger.commons.locale.LocaleFormatterTest.testGetFormattedPercent_Scale,0,5,3,3,1,0.5,11,12,1,3,12,1,4,0.2,0.2,0,0
com.helger.commons.locale.LocaleHelperTest.testGetAllLocaleDisplayNames,1,67,26,18,1,0.03,5,279,1,36,156,1,12,0.19,0.08,0,0
com.helger.commons.locale.LocaleHelperTest.testGetCalculatedLocaleListForResolving,1,75,26,17,1,0.03,31,306,1,59,146,1,10,0.29,0.09,0,0
com.helger.commons.locale.LocaleHelperTest.testGetLocaleDisplayName,1,60,31,20,1,0.03,12,244,1,46,107,2,13,0.3,0.13,0,0
com.helger.commons.locale.LocaleHelperTest.testGetLocaleFromString,1,69,25,16,1,0.12,15,287,1,44,163,8,10,0.21,0.44,0,0
com.helger.commons.locale.LocaleHelperTest.testGetLocaleNativeDisplayName,1,103,40,20,1,0,10,456,1,68,197,2,17,0.26,0.11,0,0
